title,abstract,authors,keywords,year,citations
cloud computing challenges and needs in higher education institutions in post covid 19 times a case of a japanese survey,cloud computing has become essential for higher education institutions heis due to its high availability scalability and support for virtual learning environments the covid 19 pandemic further accelerated this trend prompting heis to transition their learning environments to the cloud consequently this rapid shift has introduced post adoption challenges including security and privacy concerns compliance cost management technical expertise and the necessity of reliable internet connectivity previous research has primarily focused on frameworks for cloud adoption in heis however there is a gap in studies addressing post adoption challenges particularly in japanese higher education despite high adoption rates heis are still facing institutional and technical difficulties in effectively leveraging cloud benefits to address this gap this paper presents an exploratory study conducted in 97 japanese heis through a questionnaire based on the technology organization environment toe framework to examine the cloud post adoption benefits and challenges the survey assessed nine factors and various institutional attributes findings confirmed a high adoption level in japanese heis 99 with hybrid cloud 56 and software as a service saas 96 being prevalent covid 19 significantly influenced cloud adoption with 92 of heis acknowledging increased awareness and use of cloud technologies and 70 recognizing that cloud based apps facilitated more efficient learning nonetheless data security remains a concern with 55 of heis worried about data leakage unauthorized access and storing critical information in the cloud future initiatives should address reported barriers such as budget management within the pay as you go model lack of expertise and the development of frameworks for continuous cloud operations in heis,David Soto; Shizuka Shirai; Mayumi Ueda; Manabu Higashida; Yuki Uranishi; Haruo Takemura,cloud computing; coronavirus disease 2019 (covid-19); computer science; 2019-20 coronavirus outbreak; severe acute respiratory syndrome coronavirus 2 (sars-cov-2); data science; virology; medicine; operating system; pathology; outbreak; disease; infectious disease (medical specialty),2024.0,5
a systematic literature review for blockchain based healthcare implementations,background healthcare information systems are hindered by delayed data sharing privacy breaches and lack of patient control over data the growing need for secure privacy preserved access control interoperable in health informatics technology hit systems appeals to solutions such as blockchain bc which offers a decentralized transparent and immutable ledger architecture however its current adoption remains limited to conceptual or proofs of concept pocs often relying on simulated datasets rather than validated real world data or scenarios necessitating further research into its pragmatic applications and their benchmarking objective this systematic literature review slr aims to analyze bc based healthcare implementations by benchmarking peer reviewed studies and turning pocs or production insights into real world applications and their evaluation metrics unlike prior slrs focusing on proposed or conceptual models simulations or limited scale deployments this review focuses on validating practical bc real world applications in healthcare settings beyond conceptual studies and pocs methods adhering to prisma 2020 guidelines we systematically searched five major databases scopus web of science pubmed ieee xplore and sciencedirect for high precision relevant studies using mesh terms related to bc in healthcare the designed review protocol was registered with osf ensuring transparency in the review process including study screening by independent reviewers eligibility quality assessment and data extraction and synthesis results in total 82 original studies fully met the eligibility criteria and narratively reported bc based healthcare implementations with validated evaluation outcomes these studies highlight the current challenges addressed by bc in healthcare settings providing both qualitative and quantitative data synthesis on its effectiveness conclusions bc based healthcare implementations show both qualitative and quantitative effectiveness with advancements in areas such as drug traceability up to 100 and fraud prevention 95 reduction we also discussed the recent challenges of focusing more attention in this area along with a discussion on the mythological consideration of our own work our future research should focus on addressing scalability privacy preservation security integration and ethical frameworks for widespread bc adoption for data driven healthcare,Mutiullah Shaikh; Shafique Memon; Ali Ebrahimi; Uffe Kock Wiil,blockchain; implementation; computer science; health care; data science; software engineering; computer security; political science; law,2025.0,10
research data the future of fair white paper,2021 marks five years since the publication of the fair data principles with a wide range of opinions and commentary this white paper looks at the real world impact of fair and considers what will be next for research data and open science br find out about research data at springer nature https go sn pub research data,Varsha Khodiyar; Heidi Laine; David O'Brien; Raul Rodriguez‐Esteban; Yasemin TÃ ⁄ rkyilmaz-van der Velden; Grace Baynes; Matthew Brack; Anne Cambon‐Thomsen; David L. Carr; Elisa Carrus; Louise Chisholm; Claudia Civai; María Cruz; Rebecca Grant; Elizabeth Newbold; Fátima L. S. Nunes,white (mutation); white paper; research data; data science; computer science; political science; law; data curation; gene; biochemistry; chemistry,2021.0,1
medical data sharing and privacy a false dichotomy,shs ens,Marcello Ienca,medicine; internet privacy; data sharing; computer security; pathology; alternative medicine; computer science,2023.0,5
up front and open shrouded in secrecy or somewhere in between a meta research systematic review of open science practices in sport medicine research,abstract objective to investigate the extent and qualitatively synthesize open science practices within research published in the top five sports medicine journals from 01 may 2022 and 01 october 2022 design meta research systematic review data sources medline eligibility criteria studies were included if they were published in one of the identified top five sports medicine journals as ranked by clarivate studies were excluded if they were systematic reviews qualitative research grey literature or animal or cadaver models results 243 studies were included the median number of open science practices met per study was 2 out of a maximum of 12 range 0 8 iqr 2 234 studies 96 95 ci 94 99 provided an author conflict of interest statement and 163 67 95 ci 62 73 reported funding 21 studies 9 95 ci 5 12 provided open access data 54 studies 22 95 ci 17 included a data availability statement and 3 1 95 ci 0 3 made code available 76 studies 32 95 ci 25 37 had transparent materials and 30 12 95 ci 8 16 included a reporting guideline 28 studies 12 95 ci 8 16 were pre registered 6 studies 3 95 ci 1 4 published a protocol 4 studies 2 95 ci 0 3 reported the availability of an analysis plan 7 studies 3 95 ci 1 5 reported patient and public involvement conclusion sports medicine open science practices are extremely limited the least followed practices were sharing code data and analysis plans without implementing open practices barriers concerning the ability to aggregate findings and create cumulative science will continue to exist what is already known open science practices provide a mechanism for evaluating and improving the quality and reproducibility of research in a transparent manner thereby enhancing the benefits to patient outcomes and society at large understanding the current open science practices in sport medicine research can assist in identifying where and how sports medicine leadership can raise awareness and develop strategies for improvement what are the new findings no study published in the top five sports medicine journals met all open science practices studies often only met a small number of open science practices open science practices that were least met included providing open access code data sharing and the availability of an analysis plan,Garrett S. Bullock; Patrick S. Ward; Franco M. Impellizzeri; Stefan Kluzek; Tom Hughes; Charles C. Hillman; Brian R. Waterman; Kerry A. Danelson; Kaitlin Henry; Emily Barr; Kelsey Healey; Anu M. Räisänen; Christina Gomez; Garrett Fernandez; Jakob Wolf; Kristen F. Nicholson; Tim Sell; Ryan Zerega; Paula Dhiman; Richard D Riley; Gary S. Collins,meta-analysis; medline; medicine; open_science; systematic review; conflict of interest; guideline; sports medicine; family medicine; internal medicine; political science; physical therapy; pathology; mathematics; law; statistics,2023.0,2
science as a global public good the roles of the representative bodies of science a perspective,science is a special form of knowledge a formalised approach that is rationally explicable tested against reality logic and the scrutiny of peers it has become essential to human wellbeing and is most effective as a human enterprise if treated as a global public good free at the point of use science creates new possibilities whilst complementary efforts by other stakeholders make those possibilities tangible useable and socially and economically profitable realising these potentials depends on an understanding of science s interface with wider society and devising effective engagement processes between them the international representative bodies of science its national academies scientific unions and associations together with university representative bodies play fundamental roles in articulating priorities for science in contributing as a global public good to the resolution of contemporary global problems in maximising the benefit and minimising the harms that might arise from scientific discoveries and in adapted the working practices of science to contemporary challenges and opportunities the open science movement has the potential to enhance the efficiency by which the public good of science is delivered and could evolve into a global open science commons provided that the scientific community is energetic in adopting a practical open science vision and in removing major barriers that impede its realisation,Geoffrey Boulton,"scrutiny; realisation; engineering ethics; science communication; science, technology, society and environment education; political science; perspective (graphical); public engagement; public relations; global commons; sociology; science education; computer science; engineering; law; biology; physics; artificial intelligence; ecology; quantum mechanics",2022.0,1
injustices of shadow information technology in creating open educational resources,the emergence of open educational resources oer promotes open access which aims to widen information access as part of smart learning in higher education institutions however this has caused these institutions to rely on shadow information technology sit for information access and service delivery to the point where shadow it principles contradict open education principles when adopting and developing oer academics developers and students often opt for different software or system software based on the usability and preferences of the system higher education institutions heis such as the university of south africa unisa are still conscious of the it policy in terms of the appropriation of prescribed information and communication technology ict however this institution advocates for the adoption and development of oer and social injustices when appropriating shadow it are not yet addressed to investigate the challenges and injustices encountered by academics in the utilization of shadow it when creating oer this study opted for a qualitative research approach the data source was academics responsible for tuition and research for data triangulation purposes documents such as ict policy tuition policy and comprehensive open distance e learning codel policy were considered to propose a model this study utilized various concepts from different theories such as structure which refers to the rules and resources that actors rely on in their practice and form the systems pattern the used technology which describes how user groups utilize existing technology and the negative impacts of shadow it cost risk inconsistency and control the study established that while creating oer academics rely primarily on shadow it which has negative impacts in an organization this is an indication of academic stakeholders continuing to break the shadow it roles consciously or unsuspectingly by being innovative while complying with the institutional mandate of open access in education in addition to the suggestion of a shadow it injustices model as the main contribution this study further proposed that the institutional social capital needs to articulate social injustices associated with shadow it to protect academics during the creation of oer this implies that future research may examine the shadow it injustices among all other twenty six public universities in south africa,Siphamandla Mncube; Alex Legodi; Nozuko Precious Langa,open educational resources; shadow (psychology); business; computer science; world wide web; psychology; psychotherapist,2024.0,1
research security in germany and the united states shifting governance of scientific collaboration under geopolitical pressure,abstract amid shifting geopolitical tensions the notion of research security has become an increasingly prominent concern in science policy this paper analyzes how research security is framed and operationalized in germany and the united states using discourse analysis and securitization theory the findings show that growing attention to research security does not necessarily imply securitization instead the distinction between ordinary and extraordinary measures and the role of the target audience proves crucial in understanding divergent national approaches the analysis also points to potential cross national implications as tightening research security standards in major national science and higher education systems may influence patterns of international collaboration and policy diffusion,Nicolas Rüffin; Katharina Cramer; Maximilian Mayer; Philip J. Nock,geopolitics; operationalization; securitization; political science; corporate governance; national security; public administration; political economy; international security; security policy; global governance; security studies; sociology; economic growth; international relations; human security; cold war,2025.0,1
research data management framework for institutions,australia now has a national framework for institutional research data management rdm which can help universities and research organisations create a data rich institutional approach to research to help institutions address the challenges around rdm the australian research data commons ardc partnered with 25 australian universities in the institutional underpinnings program to facilitate a more cohesive collaborative approach to rdm across australia s universities and research institutions more generally support an overall uplift in their rdm capability in line with the responsibilities outlined under the australian code for the responsible conduct of research this joint effort culminated in a national framework for institutional rdm the research data management framework for institutions highlighting 19 elements essential for rdm 9 of which were identified for immediate action the framework helps institutions design rdm policy procedures infrastructure and services improve coordination of rdm within and between institutions the framework is intended specifically for australian universities but may be useful to other research institutions it provides an institutional level perspective and was informed by key stakeholders across relevant business units at each university strong more information strong br view more outputs of the institutional underpinnings program,ARDC,data management; data science; research data; computer science; business; process management; data mining; data curation,2023.0,1
the role of a highly monitored repository for storing architectures and build documents in the nerc environment,the critical nature of the north american electric reliability corporation nerc environment demands stringent measures to protect architectural designs and build documents that support bulk electric system bes operations this paper examines the pivotal role of a highly monitored repository in safeguarding such sensitive information it emphasizes the repository s importance in meeting nerc critical infrastructure protection cip requirements reducing cybersecurity risks and ensuring regulatory compliance by incorporating robust access controls detailed audit trails and continuous monitoring a highly monitored repository minimizes the risks of unauthorized access data tampering and insider threats additionally it facilitates secure collaboration and version control enabling operational efficiency while maintaining compliance with nerc standards the paper concludes by presenting best practices for implementing and managing such repositories underlining their necessity in maintaining the integrity confidentiality and availability of critical infrastructure documentation,Suchismita Chatterjee -; Satish Kumar Malaraju -,computer science; environmental science; database; engineering,2023.0,2
the impact of technologies on quality in the provision of public health services,objectives the research aimed to analyze the impacts of e health technologies on the quality of public health services methodology using a bibliographical approach existing studies articles and academic sources were reviewed to compile information and provide a consolidated view on the topic the methodology included data surveys on platforms such as scielo scopus google academic and brazilian repositories as well as floating readings that allowed a non linear exploration of the sources data results and analysis critical data analysis revealed that technologies such as electronic health records res telemedicine and mobile health applications have significantly contributed to improving the quality of public health services facilitating care coordination expanding the reach of services especially in remote areas and promoting continuous monitoring of health conditions these technologies have also optimized administrative efficiency and resource allocation however challenges remain such as data privacy protection and empowerment of healthcare professionals conclusion in conclusion e health technologies have the potential to positively transform public health services but addressing these challenges is essential to ensure effective and sustainable implementation,Ricardo Ribamar da Silva; Jessica da Silva Campos; Silvana Lima Vieira; Joelma Veras da Silva; Deise Luce de Sousa Marques; Leandro Ribeiro da Conceição; Gustavo Rodrigues Sousa; Pedro Felipe Araújo Alves de Sousa; Cesário Rui Callou Filho; Keny Lucas da Silva Goes; José Nathan Fernandes Rocha; Francisco Alipio de Oliveira Santiago; Élida Lúcia Ferreira Assunção,quality (philosophy); business; public health; environmental planning; risk analysis (engineering); environmental economics; environmental science; economics; medicine; nursing; philosophy; epistemology,2024.0,3
feeling safe in the context of digitalization in healthcare a scoping review,background digitalization in healthcare and society can be challenging particularly for people who have limited digital experiences new digital technologies can influence individuals perceived safety and well being in this study we aimed to identify and analyze the literature on needs and influencing factors in the context of emotional and psychological safety and digitalization in healthcare methods a scoping review was conducted based on the prisma scr standard the literature was searched based on the databases medline via pubmed psycinfo via ovid and cinahl via ebsco literature was included after a review of the titles abstracts and full texts published in english or german in the last 5 years october 2017 september 2022 eligible literature included definitions and descriptions of emotional and or psychological safety and was related to digitalization in healthcare and was analyzed qualitatively via inductive content analysis the findings were analyzed from ethical psychosocial legal economic and political perspectives results a total of 32 publications were finally included thereof qualitative n 20 quantitative n 3 and mixed methods n 2 studies other included publications were systematic integrative reviews scoping reviews narrative reviews white papers and ethical statements of these publications four qualitative studies focused on emotional or psychological safety in the context of digital technology use in healthcare as a primary research aim most literature has shown that perceived safety is influenced by perceived changes in healthcare digital health literacy the design of digital technology and need orientation the needs identified in this context overlap strongly with the influencing factors a low or high perceived safety has an impact on users thoughts and actions conclusion the importance of emotional safety in the context of digital technologies in healthcare is growing while psychological safety seems to be underrepresented the interaction between the influencing factors and the need to feel safe leads to considerations that can affect user behavior and have far reaching outcomes for the implementation of digital technology in healthcare systematic review registration open science framework registries on 16 december 2022 https doi org 10 17605 osf io hvypt,Peter Minartz; Christine Maria Aumann; Carmen Vondeberg; Silke Kuske,psycinfo; cinahl; context (archaeology); health care; medicine; patient safety; psychosocial; systematic review; medline; thematic analysis; qualitative research; applied psychology; health literacy; feeling; medical education; nursing; psychological intervention; psychology; social psychology; social science; paleontology; law; biology; economics; psychiatry; political science; economic growth; sociology,2024.0,17
the permanence paradox in decentralized storage and the mutable nature of scientific knowledge,centralized data repositories are foundational to the open science movement yet they face persistent challenges that threaten the long term viability of the fair data principles issues of sustainability cost and vulnerability to single points of failure cast doubt on whether today s data will remain findable and accessible for future generations emerging decentralized storage technologies like the interplanetary file system ipfs and blockchain based platforms such as arweave propose a paradigm shift toward data permanence integrity and resilience this commentary explores the potential of these systems to create a more robust and censorship resistant scientific record it evaluates the benefits including long term preservation and verifiable data integrity that enhance reusability against significant obstacles such as usability governance and economic sustainability while decentralized storage is not a panacea its principles warrant serious consideration this commentary advocates for a hybrid model that integrates the strengths of centralized and decentralized systems ensuring that the scientific record remains fair for generations while addressing the challenge of managing the evolution of scientific knowledge within a permanent system,Tenzin Tamang,verifiable secret sharing; vulnerability (computing); computer science; warrant; data science; scientific progress; data integrity; face (sociological concept); computer security; scientific integrity; scientific enterprise; information repository; metadata; sociology of scientific knowledge; foundation (evidence); citizen science; data curation; digital preservation; risk analysis (engineering); internet privacy; data access; open data; sandbox (software development); science policy; blockchain; scientific discovery; file system; paradigm shift; distributed data store,2025.0,1
adverse events associated with the delivery of telerehabilitation across rehabilitation populations a scoping review,objective this scoping review aimed to map existing research on adverse events encountered during telerehabilitation delivery across rehabilitation populations this includes identifying characteristics of adverse events frequency physical non physical relatedness severity and examining adverse events by different modes of telerehabilitation delivery and disease states introduction telerehabilitation a subset of telemedicine has gained traction during the covid 19 pandemic for remote service delivery however no prior scoping review systematic review or meta analysis has identified and summarized the current primary research on adverse events in telerehabilitation understanding adverse events such as falls during physiotherapy or aspiration pneumonia during speech therapy is crucial for identifying limitations and optimizing delivery through risk mitigation and quality indicators this understanding could also help to improve the uptake of telerehabilitation among clinicians and patients this review addresses this gap by summarizing published literature on adverse events during telerehabilitation methods the review followed the joanna briggs institute framework and adhered to the preferred reporting items for systematic reviews and meta analyses extension for scoping reviews guidelines the review protocol was registered and published on open science framework a comprehensive search across multiple databases medline all embase apa psycinfo central cinahl was conducted screening extraction and synthesis were performed in duplicate and independently data extraction followed the template for intervention description and replication framework and also involved extraction on authors publication year pre or post covid population sample size and modes of telerehabilitation delivery asynchronous synchronous hybrid for synthesis data were summarized quantitatively using numerical counts and qualitatively via content analysis the data were grouped by intervention type and by type of adverse event inclusion criteria this scoping review included qualitative and quantitative studies published between 2013 2023 written in english and conducted in any geographic area all modes of telerehabilitation delivery were included systematic reviews meta analyses commentaries protocols opinion pieces conference abstracts and case series with fewer than five participants were excluded results the search identified 11 863 references and 81 studies were included in this review with a total of 3 057 participants mean age 59 3 years females 44 6 modes of telerehabilitation delivery whether asynchronous synchronous or hybrid used in the studies included videoconferencing 52 phone calls 25 text messaging 4 email 6 mobile apps 10 and internet based virtual reality systems 3 a total of 295 adverse events occurred during 84 534 sessions 0 3 with the majority being physical e g falls or musculoskeletal pain non serious non severe mild and unrelated to i e not caused by to the telerehabilitation provided conclusions from the 81 included studies telerehabilitation was delivered with related adverse events being rare and mostly characterized as mild non severe a comparable occurrence of adverse events 30 was found between asynchronous and synchronous telerehabilitation studies when categorized by disease type cardiac telerehabilitation studies had the most frequent adverse events detailed reporting of telerehabilitation interventions and adverse event characteristics is recommended for future studies i e use of tidier reporting guidelines telerehabilitation has the potential to make rehabilitation services more accessible to patients however more evidence on the safety of telerehabilitation is needed,T. Yau; Josh Chan; McKyla McIntyre; Damanveer Bhogal; Angie Andreoli; Carl Froilan D. Leochico; Mark Bayley; Ailene Kua; Meiqi Guo; Sarah Munce,telerehabilitation; cinahl; medline; medicine; data extraction; telemedicine; rehabilitation; telehealth; systematic review; psycinfo; population; physical medicine and rehabilitation; physical therapy; health care; psychological intervention; nursing; economic growth; economics; political science; environmental health; law,2024.0,11
a state of the art review on empirical data collection for external governed pedestrians complex movement,complex movement patterns of pedestrian traffic ranging from unidirectional to multidirectional flows are frequently observed in major public infrastructure such as transport hubs these multidirectional movements can result in increased number of conflicts thereby influencing the mobility and safety of pedestrian facilities therefore empirical data collection on pedestrians complex movement has been on the rise in the past two decades although there are several reviews of mathematical simulation models for pedestrian traffic in the existing literature a detailed review examining the challenges and opportunities on empirical studies on the pedestrians complex movements is limited in the literature the overall aim of this study is to present a systematic review on the empirical data collection for uni and multidirectional crowd complex movements we first categorized the complex movements of pedestrian crowd into two general categories namely external governed movements and internal driven movements based on the interactions with the infrastructure and among pedestrians respectively further considering the hierarchy of movement complexity we decomposed the externally governed movements of pedestrian traffic into several unique movement patterns including straight line turning egress and ingress opposing weaving merging diverging and random flows analysis of the literature showed that empirical data were highly rich in straight line and egress flow while medium rich in turning merging weaving and opposing flows but poor in ingress diverging and random flows we put emphasis on the need for the future global collaborative efforts on data sharing for the complex crowd movements,Xiaomeng Shi; Zhirui Ye; Nirajan Shiwakoti; Offer Grembek,pedestrian; movement (music); empirical research; computer science; hierarchy; data collection; weaving; traffic flow (computer networking); transport engineering; data science; operations research; engineering; computer security; sociology; mathematics; political science; aesthetics; statistics; philosophy; social science; law; mechanical engineering,2018.0,63
the rise of smart libraries integrating iot cloud services and ai for next gen learning spaces,this research paper discusses the transformation of traditional libraries to smart learning spaces with the integration of internet of things iot cloud computing and artificial intelligence ai a thorough analysis of global trends indicate extensive use of next generation technology by libraries with the rate being spearheaded by higher education institutions with 45 adoption of iot in contrast to 25 adoption by public libraries empirical evidence presents significant improvements in operational efficiency 30 decrease in operational expenses user experience 65 increase and availability of resources 73 increase case studies of singaporean us andfinnish institutions highlight successful implementation strategies and implications challenges of cybersecurity incidents reported by 20 of libraries data privacy concerns and high initial investments 50 000 200 000 for medium sized libraries do exist however the benefits of smart library technologies make such financial investments worthwhile it is concluded in the study that the combination of iot cloud services and ai is revolutionizing library services transforming them into dynamic and responsive learning spaces as part of 21stcentury learning recommendations invoke a priority on privacy by design standards commitment to scalable infrastructure investment and development of large scale training programs for staff to enable the establishment of smart libraries regularly,Mansing Rathod,cloud computing; internet of things; computer science; world wide web; data science; operating system,2025.0,2
rda austria removing barriers in data sharing,research data alliance austria rda at is a national rda node dedicated to representing emerging research and data management communities throughout austria rda at will operate as a formal participant of rda europe and rda global linking austrian data management initiatives and rda working and interest groups providing assistance in adoption of rda recommendations and allowing austrian stakeholders to benefit directly from rda support mechanisms these new connections will bring key austrian issues to the global data management table and global discussions back to austria x0d this paper details the goals of the rda at and describes its community and sustainability plans,Tomasz Miksa; Barbara Sánchez Solís; Andreas Rauber; Paolo Budroni; Raman Ganguly,data sharing; computer science; medicine; alternative medicine; pathology,2019.0,1
concept and challenges of a social media observatory as a diy research infrastructure,abstract this article describes the basic concept ethical and legal considerations technical implementation as well as resulting tools and data collections of the social media observatory smo since 2020 the smo is developed as an open science research infrastructure within the research institute social cohesion risc in germany it focuses on the support of long term monitoring of public communication on selected platforms and online news media to answer social science related research questions based on systematically compiled lists of public speaker categories such as parliamentarians or media organizations it collects statistics as well as content data to study the german social media discourse in comparison to mass media aggregated results are published via interactive dashboards raw data is published as id lists for reproduction or shared with researchers upon request following a do it yourself approach to infrastructure the smo further provides various tools curated datasets and documented workflows for instance to run thematic ad hoc data collections as a main feature it maintains a curated knowledge base in wiki format to enable other researchers to perform systematic social media observations on their own,Gregor Wiedemann; Felix Victor Münch; Jan Philipp Rau; Philipp Kessling; Jan Schmidt,social media; computer science; cohesion (chemistry); world wide web; data science; workflow; raw data; database; chemistry; programming language; organic chemistry,2023.0,2
sociotechnical safety evaluation of generative ai systems,generative ai systems produce a range of risks to ensure the safety of generative ai systems these risks must be evaluated in this paper we make two main contributions toward establishing such evaluations first we propose a three layered framework that takes a structured sociotechnical approach to evaluating these risks this framework encompasses capability evaluations which are the main current approach to safety evaluation it then reaches further by building on system safety principles particularly the insight that context determines whether a given capability may cause harm to account for relevant context our framework adds human interaction and systemic impacts as additional layers of evaluation second we survey the current state of safety evaluation of generative ai systems and create a repository of existing evaluations three salient evaluation gaps emerge from this analysis we propose ways forward to closing these gaps outlining practical steps as well as roles and responsibilities for different actors sociotechnical safety evaluation is a tractable approach to the robust and comprehensive safety evaluation of generative ai systems,Laura Weidinger; Maribeth Rauh; Nahema Marchal; Arianna Manzini; Lisa Anne Hendricks; Juan Mateos-García; Stevie Bergman; Jackie Kay; Conor Griffin; Ben Bariach; Iason Gabriel; Verena Rieser; William Isaac,sociotechnical system; generative grammar; context (archaeology); computer science; risk analysis (engineering); harm; salient; knowledge management; management science; process management; systems engineering; artificial intelligence; engineering; business; psychology; paleontology; social psychology; biology,2023.0,40
impact of big data and analytics on quality management in rural tourism in southern africa zimbabwe a systematic literature review,big data and analytics have assumed a significant role in the technological advancement that is shaping the world s travel industry today posing both significant challenges and opportunities for rural tourism in southern africa big data and analytics provide useful information to all tourism businesses allowing them to estimate visitor need optimize decision making knowledge exchanges and relationships with consumers and deliver the best service in a more productive and effective way thereby managing quality the focus of this research is to investigate the problems and opportunities that may arise from the use of big data and analytics in rural tourism its management and the sector s future the research content was obtained from popular web sources including articles indexed in google scholar institutional repositories dissertations and scopus thirty one peer reviewed articles published between 2012 and 2022 were considered for review a thread of the problems and opportunities faced by use of big data and analytics was drawn inferring to rural tourism in zimbabwe a country in southern part of africa despite widespread privacy and security issues big data and analytics are widely thought to be advantageous for tourist and hospitality firms as founded in literature in addition big data and analytics is offering fresh viewpoints on the quality management discussion to both the tourist and hospitality industries this study is useful for both scholars and practitioners interested in the utilization of big data and analytics,Njodzi Ranganai; Vitalis Basera; Tendai Shelton Muwani,big data; analytics; tourism; hospitality; business; viewpoints; data quality; web analytics; visitor pattern; business analytics; data science; marketing; service (business); world wide web; computer science; political science; web intelligence; business model; the internet; business analysis; web development; operating system; art; programming language; law; visual arts,2023.0,2
adverse events associated with the delivery of telerehabilitation a scoping review protocol,objective this scoping review aims to map the existing research on adverse events during the delivery of telerehabilitation introduction telerehabilitation a subset of telemedicine has gained traction during the covid 19 pandemic as a means to deliver rehabilitation services remotely however there exists a research gap as there has yet to be any scoping review systematic review or meta analysis published to identify and summarize the current primary research on adverse events related to telerehabilitation as a whole it is important to understand how adverse events such as falls during physiotherapy or aspiration pneumonia during speech language pathology sessions are associated with telerehabilitation delivery this will help to identify key limitations for optimizing telerehabilitation delivery by allowing for the development of key risk mitigation measures and quality indicators it can also help improve the uptake of telerehabilitation among clinicians and patients this review aims to fill this research gap by conducting a search of published literature on adverse events in telerehabilitation anticipated key findings of this scoping review include identifying the characteristics and frequencies of adverse events during telerehabilitation the patient populations and types of telerehabilitation associated with the most adverse events and the quality of reporting of adverse events methods the review follows the joanna briggs institute jbi methodological framework and adheres to the preferred reporting items for systematic reviews and meta analyses extension for scoping reviews prisma scr guidelines the review protocol has been registered and published on open science framework a comprehensive search strategy was implemented across multiple databases medline all embase apa psycinfo central and cinahl all stages screening extraction and synthesis will be conducted in duplicate and independently with data extraction following the tidier framework along with authors year of publication before or after covid population and sample size and specific mode s of telerehabilitation delivery for synthesis data will be summarized quantitatively using numerical counts and qualitatively via content analysis the data will be grouped by intervention type and by type of adverse event inclusion criteria this scoping review will include qualitative and quantitative studies published between 2013 and 2023 written in english and conducted in any geographic area all modes of telerehabilitation delivery asynchronous synchronous or hybrid will be included systematic reviews meta analyses commentaries protocols opinion pieces conference abstracts and case series with fewer than five participants will be excluded,T. Yau; McKyla McIntyre; Josh Chan; Damanveer Bhogal; Angie Andreoli; Mark Bayley; Carl Froilan D. Leochico; Ailene Kua; Meiqi Guo; Sarah Munce,telerehabilitation; systematic review; medicine; medline; telemedicine; rehabilitation; telehealth; protocol (science); physical therapy; health care; alternative medicine; pathology; political science; law; economics; economic growth,2024.0,5
from property right to copyright a conceptual approach and justifications for the emergence of open access,from property right to copyright a conceptual approach and justifications for the emergence of open access this article relies on the premise that to understand the significance of open access repositories oars it is necessary to know the context of the debate therefore it is necessary to trace the historical development of the concept of copyright as a property right the continued relevance of the rationales for copyright interests both philosophical and pragmatic will be assessed against the contemporary times of digital publishing it follows then discussion about the rise of open access oa practice and its impact on conventional publishing methods the present article argues about the proper equilibrium between self interest and social good in other words there is a need to find a tool in order to balance individuals interests and common will therefore there is examination of the concept of property that interrelates justice plato private ownership aristotle labour locke growth of personality hegel and a bundle of rights that constitute legal relations hohfeld this examination sets the context for the argument,Nikos Koutras,argument (complex analysis); premise; context (archaeology); law and economics; trace (psycholinguistics); publishing; scrutiny; property (philosophy); relevance (law); balance (ability); intellectual property; order (exchange); sociology; fair_data use; political science; epistemology; law; economics; psychology; philosophy; linguistics; history; biochemistry; finance; neuroscience; archaeology; chemistry,2019.0,1
securitization of scientific cooperation the case of the arctic,this article analyses the securitisation of scientific cooperation in the european arctic region ear with a focus on svalbard using the copenhagen school framework it examines how geopolitical tensions particularly those arising from russia s aggression against ukraine and the evolving role of china contribute to the politicisation and potential securitisation of arctic research the european union emerges as a key securitising actor advancing regulations on research security dual use technologies and foreign interference while state actors remain the primary decision makers functional actors such as think tanks scientific institutions and international conferences shape securitising narratives the arctic council constrained by consensus based decision making primarily acts as a knowledge broker rather than a securitising entity the study concludes that the securitisation of arctic scientific cooperation is a dynamic multi level process influenced by state and supranational actors with legal and geopolitical legitimacy however the extent to which securitising moves are accepted depends on responses from national governments research institutions and broader geopolitical developments,Monika Szkarłat,securitization; arctic; the arctic; business; oceanography; financial system; geology,2025.0,2
